game	VAntAGE_v1.12	1942	\N	\N	\N	\N	\N	1942 (set 1)	1984	Capcom	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	1943.09	\N	\N	32768	92408400	3ab299bad1ba115efead53ebd92254abe7a092ba	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	1943.10	\N	\N	32768	8438a44a	873629b00cf3f6d8976a7fdafe63cd16e47b7491	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	1943.11	\N	\N	32768	6c69351d	c213d5c3e76a5749bc32539604716dcef6dcb694	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	1943.12	\N	\N	32768	5e7efdb7	fef271a38dc1a9e45a0c6e27e28e713c77c8f8c9	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	1943.13	\N	\N	32768	1143829a	2b3a65e354a205c05a87f783e9938b64bc62396f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	1943.14	\N	\N	32768	4d3c6401	ce4f6dbf8fa030ad45cbb5afd58df27fed2d4618	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	1943.23	\N	\N	32768	a52aecbd	45b0283d84d394c16c35802463ca95d70d1062d4	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.01	\N	\N	256	74421f18	5b8b59f6f4e5ad358611de50608f47f41a5b0e51	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.02	\N	\N	256	ac27541f	1796c4c9041dfe28e6319576f21df1dbcb8d12bf	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.03	\N	\N	256	251fb6ff	d1118159b3d429d841e4efa938728ebedadd7ec5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.05	\N	\N	256	206713d0	fa609f6d675af18c379838583505724d28bcff0e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.10	\N	\N	256	33c2491c	13da924e4b182759c4aae49034f3a7cbe556ea65	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.09	\N	\N	256	aeea4af7	98f4570ee061e9aa58d8ed2d2f8ae59ce2ec5795	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.12	\N	\N	256	c18aa136	684f04d9a5b94ae1db5fb95763e65271f4cf8e01	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.11	\N	\N	256	405aae37	94a06f81b775c4e49d57d42fc064d3072a253bbd	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.08	\N	\N	256	c2010a9e	be9852500209066e2f0ff2770e0c217d1636a0b5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.07	\N	\N	256	b56f30c3	9f5e6db464d21457a33ec8bdfdff069632b791db	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.04	\N	\N	256	91a8a2e1	9583c87eff876f04bc2ccf7218cd8081f1bcdb94	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943	bmprom.06	\N	\N	256	0eaf5158	bafd4108708f66cd7b280e47152b108f3e254fc9	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	1943kai	\N	\N	\N	\N	\N	1943 Kai	1987	Capcom	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.01	\N	\N	32768	7d2211db	b02a0b3daf7e1e224b7cad8fbe93439bd5ec9f0b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.02	\N	\N	65536	2ebbc8c5	3be5ad061411642723e3f2bcb7b3c3caa11ee15f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.03	\N	\N	65536	475a6ac5	fa07a855ba9173b6f81641c806ec7d938b0c282e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.05	\N	\N	32768	25f37957	1e50c2a920eb3b5c881843686db857e9fee5ba1d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.04	\N	\N	32768	884a8692	027aa8c868dc07ccd9e27705031107881aef4b91	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.15	\N	\N	32768	6b1a0443	32337c840ccd6815fd5844c194365c58d708f6dc	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.16	\N	\N	32768	9416fe0d	92fbc8fffa4497747ab80abe20eef361f6525114	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.17	\N	\N	32768	3d5acab9	887d45b648fda952ae2137579f383ab8ede1facd	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.18	\N	\N	32768	7b62da1d	1926109a2ab2f550ca87b0d2af73abd2b4a7498d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.19	\N	\N	32768	868ababc	1c7be905f53c63bad25fbbd9b3cf82d2c7749bc3	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.20	\N	\N	32768	b90364c1	104bc02237eeead84c7f35462186d0a1af8761bc	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.21	\N	\N	32768	8c7fe74a	8846b57d7f47c10ab1f505c359ecf36dcbacb011	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.22	\N	\N	32768	d5ef8a0e	2e42b1fbbfe823a33740a56d1334657db56d24d2	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.24	\N	\N	32768	bf186ef2	cacbb8a61f8a64c3ba4ffde5ca6f07fe120b9a7e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.25	\N	\N	32768	a755faf1	8ee286d6ad7454ae34971f5891ddba4b76c244b0	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.06	\N	\N	32768	5f7e38b3	33f69ebe91a0ee45d9107171fed26da475aaab3a	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.07	\N	\N	32768	ff3751fd	bc942ddd46e7b147115e8ac22d24c2d018a7c373	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.08	\N	\N	32768	159d51bd	746aa49b18aff0eaf2fb875c573d455416d45a1d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.09	\N	\N	32768	8683e3d2	591dc4811b226fe11cd5441ecb51aa3e95e68ac5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.10	\N	\N	32768	1e0d9571	44ea9603020e9ab717e3e506f7ecf288506c0502	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.11	\N	\N	32768	f1fc5ee1	4ffc8e57734d3b59df695b86070511f1c447b992	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.12	\N	\N	32768	0f50c001	0e6367d3f0ba39a00ee0fa6e42ae9d43d12da23d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.13	\N	\N	32768	fd1acf8e	88477ff1e5fbbca251d8cd4f241b42618ba64a80	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.14	\N	\N	32768	cf0f5a53	dc50f3f937f52910dbd0cedbc232acfed0aa6a42	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	1943kai.23	\N	\N	32768	17f77ef9	8ebb4b440042436ec2db52bad808cced832db77c	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk01.bin	\N	\N	256	e001ea33	4204bdf87820ac84bab2a1b5571a2ee28c4cdfc5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk02.bin	\N	\N	256	af34d91a	94bc6514c980fdd1cb013ff0819d6f32464c581c	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk03.bin	\N	\N	256	43e9f6ef	e1f58368fe0bd9b53f6c286ce5009b218a5197dc	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk05.bin	\N	\N	256	41878934	8f28210ab1d409c89600169a136b74a706001cdf	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk10.bin	\N	\N	256	de44b748	0694fb19d98ccda728424436fc7350da7b5bd05e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk09.bin	\N	\N	256	59ea57c0	f961c7e9981cc819c2adf4efdc977841d284a3a2	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk12.bin	\N	\N	256	8765f8b0	f32bab8e3587434b864fe97da9423f2335ccba2e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk11.bin	\N	\N	256	87a8854e	0cbc601b736d566d625867d65e0f7b2abb535c65	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk08.bin	\N	\N	256	dad17e2d	fdb18ddc7574153bb7e27ba08b04b9dc87061c02	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmk07.bin	\N	\N	256	76307f8d	8d655e2a5c50541795316d924b2f18b55f4b9571	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmprom.04	\N	\N	256	91a8a2e1	9583c87eff876f04bc2ccf7218cd8081f1bcdb94	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	1943kai	bmprom.06	\N	\N	256	0eaf5158	bafd4108708f66cd7b280e47152b108f3e254fc9	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	600	\N	\N	turtles	turtles	\N	600	1981	Konami	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	600_vid.2c	\N	\N	4096	8ee090ae	3d491313da6cccd6dbc15774569be0555fe2f73a	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	600_vid.2e	\N	\N	4096	45bfaff2	ba4f7aa499f4993ec2191b8832b5604fd41964bc	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	600_vid.2f	\N	\N	4096	9f4c8ed7	2564dae82019097227351a7ddc9c5156ca00297a	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	600_vid.2h	\N	\N	4096	a92ef056	c319d41a3345b84670fe9110f78332c1cfe1e163	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	600_vid.2j	\N	\N	4096	6dadd72d	5602b5ebb2c287f72a5ce873b4e3dfd19b8412a0	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	600_snd.5c	\N	\N	4096	1773c68e	cc4aa3a98e85bc6300f8c1ee1a0448071d7c6dfa	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	600_snd.5d	\N	\N	4096	a311b998	39af321b8c3f211ed6d083a2aba4fbc8af11c9e8	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	600_vid.5h	\N	\N	2048	006c3d56	0c773e0e84d0bf45be5a5a7cfff960c1ca2f0320	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	600_vid.5f	\N	\N	2048	7dbc0426	29eeb3cdb5a3bcf7115d8099e4d04cf76216b003	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	600	turtles.clr	turtles.clr	\N	32	f3ef02dd	09fd795170d7d30f101d579f57553da5ff3800ab	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	amidar	\N	\N	\N	\N	\N	Amidar	1981	Konami	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidar	amidar.2c	\N	\N	4096	c294bf27	399325bf1559e8cdbddf7cfbf0dc739f9ed72ef0	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidar	amidar.2e	\N	\N	4096	e6e96826	e9c4f8c594640424b456505e676352a98b758c03	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidar	amidar.2f	\N	\N	4096	3656be6f	9d652f66bedcf17a6453c0e0ead30bfd7ea0bd0a	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidar	amidar.2h	\N	\N	4096	1be170bd	c047bc393b297c0d47668a5f6f4870e3fac937ef	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidar	amidar.5c	\N	\N	4096	c4b66ae4	9d09dbde4019f7be3abe0815b0e06d542c01c255	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidar	amidar.5d	\N	\N	4096	806785af	c8c85e3a6a204feccd7859b4527bd649e96134b4	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidar	amidar.5f	\N	\N	2048	5e51e84d	dfe84db7e2b1a45a1d484fcf37291f536bc5324c	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidar	amidar.5h	\N	\N	2048	2f7f1c30	83c330eca20dfcc6a4099001943b9ed7a7c3db5b	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidar	amidar.clr	\N	\N	32	f940dcc3	1015e56f37c244a850a8f4bf0e36668f047fd46d	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	amidaru	\N	\N	amidar	amidar	\N	Amidar (Stern)	1982	Konami (Stern license)	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidarus.2c	\N	\N	4096	951e0792	3a68b829c9ffb465bd6582c9ea566e0e947c6c19	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidarus.2e	\N	\N	4096	a1a3a136	330ec857fdf4c1b28e2560a5f63a2432f87f9b2f	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidarus.2f	\N	\N	4096	a5121bf5	fe15b91724758ede43dd332327919f164772c592	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidarus.2h	\N	\N	4096	051d1c7f	3cfa0f728a5c27da0a3fe2579ad226129ccde232	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidarus.2j	\N	\N	4096	351f00d5	6659357f40f888b21be00826246200fd3a8a88ce	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidarus.5c	\N	\N	4096	8ca7b750	4f4c2915503b85abe141d717fd254ee10c9da99e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidarus.5d	\N	\N	4096	9b5bdc0a	84d953618c8bf510d23b42232a856ac55f1baff5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidarus.5f	\N	\N	2048	2cfe5ede	0d86a78008ac8653c17fff5be5ebdf1f0a9d31eb	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidarus.5h	\N	\N	2048	57c4fd0d	8764deec9fbff4220d61df621b12fc36c3702601	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	amidaru	amidar.clr	amidar.clr	\N	32	f940dcc3	1015e56f37c244a850a8f4bf0e36668f047fd46d	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	anteater	\N	\N	\N	\N	\N	Anteater	1982	[Stern] (Tago license)	\N	\N	\N	
game_rom	VAntAGE_v1.12	anteater	ra1-2c	\N	\N	4096	58bc9393	7122782a69ef0d2196ec16833f229b6286802668	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	anteater	ra1-2e	\N	\N	4096	574fc6f6	a1a213d215fe8502edf22383c3a6fb7c9b279d94	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	anteater	ra1-2f	\N	\N	4096	2f7c1fe5	4cea7e66a85766a9cf9846bb5bc1ca4e6ee1f4e2	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	anteater	ra1-2h	\N	\N	4096	ae8a5da3	1893d8293b25431d080b89f5b0874440d14e8d17	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	anteater	ra4-5c	\N	\N	2048	87300b4f	b81b685ac1d353ff1cd40b876a7478b87b85e7a9	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	anteater	ra4-5d	\N	\N	2048	af4e5ffe	62717a233cf9f58267af4a9e1c80479b373ab317	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	anteater	ra6-5f	\N	\N	2048	4c3f8a08	3152eef64903be1a82f09764821a3654f316197d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	anteater	ra6-5h	\N	\N	2048	b30c7c9f	d4ae040d1fd7e5a5d08c2f6968735c551119c207	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	anteater	colr6f.cpu	\N	\N	32	fce333c7	f63a214dc47c5e7c80db000b0b6a261ca8da6629	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	armorcar	\N	\N	\N	\N	\N	Armored Car (set 1)	1981	Stern	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	cpu.2c	\N	\N	4096	0d7bfdfb	47791d4fc298c25d29584dfcddcd92618e3750c5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	cpu.2e	\N	\N	4096	76463213	86dbbed25325cc8855c1eb39bbb11b0473b7f4b5	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	cpu.2f	\N	\N	4096	2cc6d5f0	94abb33760aed206f0f90f035fe2977c1f2e26cf	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	cpu.2h	\N	\N	4096	61278dbb	e12cd6c499af75f77e549499093fe6d2e8eddb1d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	cpu.2j	\N	\N	4096	fb158d8c	efa70e92c56678d4a404a96c72cfee317b15648c	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	sound.5c	\N	\N	2048	54ee7753	3ebfa2cadf33acb4d24aa50cfa4713355cc780a3	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	sound.5d	\N	\N	2048	5218fec0	c8f84f1e6aafc544e5acf48b245e8b1edb63211e	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	cpu.5f	\N	\N	2048	8a3da4d1	4d2ef48aeb9099fdd145e11e2485e0bf8d87290d	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	cpu.5h	\N	\N	2048	85bdb113	f62da0ea0c29feb10d8d1ce8de28fd750a53b40a	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	armorcar	82s123.6e	\N	\N	32	9b87f90d	d11ac5e4a6057301ea2a9cbb404c2b978eb4c1dc	\N	\N	\N	\N	\N	\N	
game	VAntAGE_v1.12	atlantis	\N	\N	\N	\N	\N	Battle of Atlantis (set 1)	1981	Comsoft	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	2c	\N	\N	2048	0e485b9a	976f1d6f4552fbee134359a776b5688588824cbb	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	2e	\N	\N	2048	c1640513	a0dfb34f401330b16e9e4d66ec4b49d120499606	\N	\N	\N	\N	\N	\N	
game_rom	VAntAGE_v1.12	atlantis	2f	\N	\N	2048	eec265ee	29b6cf6b93220414eb58cddeba591dc8813c4935	\N	\N	\N	\N	\N	\N	
