game	Final_Burn_v0.518	outrun	\N	\N	\N	\N	\N	Out Run	1986	Sega	\N	\N	\N	
game	Final_Burn_v0.518	thbladej	\N	\N	\N	\N	\N	Thunder Blade (Jap)	1987	Sega	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11304.epr	\N	\N	131072	a90630ef	8f29e020119b2243b1c95e15546af1773327ae85	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11305.epr	\N	\N	131072	9ba3ef61	f75748b37ce35b0ef881804f73417643068dfbb2	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11306.epr	\N	\N	131072	4b95f2b4	9e0ff898a2af05c35db3551e52c7485748698c28	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11307.epr	\N	\N	131072	2d6833e4	b39a744370014237121f0010d18897e63f7058cf	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11308.epr	\N	\N	131072	7956c238	4608225cfd6ea3d38317cbe970f26a5fc2f8e320	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11309.epr	\N	\N	131072	c887f620	644c47cc2cf75cbe489ea084c13c59d94631e83f	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11310.epr	\N	\N	131072	5d9fa02c	0ca71e35cf9740e38a52960f7d1ef96e7e1dda94	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11311.epr	\N	\N	131072	483de21b	871f0e856dcc81dcef1d9846261b3c011fa26dde	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11312.epr	\N	\N	65536	3b974ed2	cf18a2d0f01643c747a884bf00e5b7037ba2e64a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11313.epr	\N	\N	65536	6a56c4c3	c1b8023cb2ba4e96be052031c24b6ae424225c71	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11314.epr	\N	\N	65536	d4f954a9	93ee8cf8fcf4e1d0dd58329bba9b594431193449	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11315.epr	\N	\N	65536	35813088	ea1ec982d1509efb26e7b6a150825a6a905efed9	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11316.epr	\N	\N	65536	84290dff	c13fb6ef12a991f79a95072f953a02b5c992aa2d	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11317.epr	\N	\N	131072	d4e7ac1f	ec5d6e4949938adf56e5613801ae56ff2c3dede5	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11318.epr	\N	\N	131072	70d3f02c	391aac2bc5673e06150de27e19c7c6359da8ca82	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11319.epr	\N	\N	131072	50d9242e	a106371bf680c3088ec61f07fc5c4ce467973c15	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11320.epr	\N	\N	131072	a95c76b8	cda62f3c25b9414a523c2fc5d109031ed560069e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11321.epr	\N	\N	131072	8e738f58	9f2dceebf01e582cf60f072ae411000d8503894b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11322.epr	\N	\N	131072	10364d74	393b19a972b5d8817ffd438f13ded73cd58ebe56	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11323.epr	\N	\N	131072	27e40735	284ddb88efe741fb78199ea619c9b230ee689803	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11324.epr	\N	\N	131072	9742b552	922032264d469e943dfbcaaf57464efc638fcf73	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11325.epr	\N	\N	131072	b9e98ae9	c4932e2590b10d54fa8ded94593dc4203fccc60d	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11326.epr	\N	\N	131072	29198403	3ecf315a0e6b3ed5005f8bdcb2e2a884c8b176c7	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11327.epr	\N	\N	131072	deae90f1	c73c23bab949041242302cec13d653dcc71bb944	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11328.epr	\N	\N	131072	da39e89c	526549ce9112754c82743552eeebec63fe7ad968	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11329.epr	\N	\N	131072	31b20257	7ce10a94bce67b2d15d7b576b0f7d47389dc8948	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11330.epr	\N	\N	131072	aa7c70c5	b6fea17392b7821b8b3bba78002f9c1604f09edc	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11331.epr	\N	\N	131072	3a2c042e	c296ff222d156d3bdcb42bef321831f502830fd6	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11332.epr	\N	\N	131072	dc089ec6	d72390c45138a507e79af112addbc015560fc248	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11333.epr	\N	\N	131072	05a2333f	70f213945fa7fe056fe17a02558638e87f2c001e	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11334.epr	\N	\N	131072	348f91c7	03da6a4fee1fdea76058be4bc5ffcde7a79e5948	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	thbladej	11335.epr	\N	\N	131072	f19b3e86	40e8ba10cd5020782b82279974d13330a9c015e5	\N	\N	\N	\N	\N	\N	
game	Final_Burn_v0.518	pwrdrift	\N	\N	\N	\N	\N	Power Drift	1988	Sega	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11747.bin	\N	\N	131072	9796ece5	f84f5689c2edc0853ff173ce20f93f89758b2f31	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11748.bin	\N	\N	131072	82a76cab	f8d3fe059e18896cd0e64711f1a3ee8b6372b4e0	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11754.bin	\N	\N	524288	cad59f39	7890e22c0b039ab75a38095473b572c887094f53	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11755.bin	\N	\N	131072	c2db1244	c98fe17c9f04a639a862cc2a86fab17d1f5d025c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11756.bin	\N	\N	131072	12e43f8a	0f9a11ba6b7c1a352daa1146a01ce147945e91e4	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11757.bin	\N	\N	131072	e46dc478	baf79e230aef3d63fb50373b2b1626f7c56ee94f	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11758.bin	\N	\N	131072	5b435c87	6b42b08e73957c36cd8faa896ca14461d00afd29	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11759.bin	\N	\N	131072	ac8111f6	6412716dc97ae697b438d9c9cd554d1087416bc2	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11760.bin	\N	\N	131072	91282af9	fddee7982949b7da724c7830e7bd139aeb84672d	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11761.bin	\N	\N	131072	baa5d065	56dc71814e3f0f327781b0c1587038351c60f7b7	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11762.bin	\N	\N	131072	1d1af7a5	86c02565b5aca201588c98678fb0c54faa8d4d6b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11763.bin	\N	\N	131072	1ee23407	776c868e0e4e601fd6d0a83561b064b4be0560e2	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11764.bin	\N	\N	131072	e859305e	aafcc3209a4fb6e0e8169ae6cce386b370b824f7	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11765.bin	\N	\N	131072	649e2dff	a6c61b71d08b31a0ca175ab0404e2eaf1d09ccc2	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11766.bin	\N	\N	131072	d92fb7fc	2f5c2d88ae0766351b9efe8ffcbebc88fc3a6c59	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11767.bin	\N	\N	131072	1f8ad054	289f5795116ee29540f28e35c3b4f72adeca7891	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11768.bin	\N	\N	131072	db2c4053	a5b6daa6deb7afb0019e289acb81c82d507ec93a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11769.bin	\N	\N	131072	28f0ab51	d7cb7b83e5d85eb59d34cfd5c0d8e6c7ff81e24c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11770.bin	\N	\N	131072	d7557ea9	62430505d399ee2cc0f94e03144860056345573c	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11771.bin	\N	\N	131072	67635618	f690ace026130ecb95532c92f2ad3741d0d167c1	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11772.bin	\N	\N	131072	0f798d3a	71565ce28b93ae50d64af8c965fba6408a07f031	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11773.bin	\N	\N	131072	1b5d5758	54f58a274740a0566e0553d145c0c284ffd1d36b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11774.bin	\N	\N	131072	2ca0c170	7de74c045bf084659ba70da9458d720125ff25ae	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11775.bin	\N	\N	131072	48225793	ee003c2ea24c14e0968da94bac139735660932fe	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11776.bin	\N	\N	131072	78c46198	d299e631843da47cb7a46103d52a3dabfab71746	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11777.bin	\N	\N	131072	9662dd32	454ec914b6c936f692bf90d2232c8169acec470a	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11778.bin	\N	\N	131072	2dfb7494	4b9f1609e425c5e634e95dbc2d0ca820dd9212bc	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11779.bin	\N	\N	131072	a49cd793	efe77949be39a2ff88b50bfb2b4664b9267d9a09	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11780.bin	\N	\N	131072	d514ed81	fbac3ad085363972a79e77aebb7fdae2200e7cda	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11781.bin	\N	\N	131072	9692d4cd	967351ba2c781ca865e3c1ee9eeef1aad2247c27	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11782.bin	\N	\N	131072	c913bb43	9bc15a3180cf4c3134bb55e99e6092f0faf95c56	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11783.bin	\N	\N	131072	6d189007	dd871ea3166fdcb59d49707d35dde8b6c7fdc76b	\N	\N	\N	\N	\N	\N	
game_rom	Final_Burn_v0.518	pwrdrift	pd11784.bin	\N	\N	131072	57f5fd64	6aff54d3f3f76ce0f1a93485d1a35a3987d456d9	\N	\N	\N	\N	\N	\N	
