game	M72_v0.33b	bchopper	\N	\N	\N	\N	\N	Battle Chopper	1987	Irem	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-10-a.rom	\N	\N	65536	292c8520	c552090d295ee1c1ca611b0cddee356e509e2045	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-11-b.rom	\N	\N	65536	20904cf3	71fe505f2da53c2eb445b7b758d257d6af42e6f1	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-20-a.rom	\N	\N	65536	1ab50c23	43e2f11e5bbf157c47764e04e372f40ed68bab59	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-21-b.rom	\N	\N	65536	c823d34c	47383214b6a60e0b1b70208b00c291f8ffed36bc	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-30-a.rom	\N	\N	65536	11f6c56b	39a2a674698b044c84fea65ae41a9e003a50b639	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-31-b.rom	\N	\N	65536	23134ec5	43453f8a13b51310e04729dc828d391ca9c04da2	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-h0-b.rom	\N	\N	65536	f2feab16	03ee874658e0f59957f8425e1ebf9c938737cc19	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-h1-b.rom	\N	\N	65536	a995d64f	43eb2eb11e6875298a6ef2b18f0f5e587f1bba16	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-h3-b.rom	\N	\N	65536	ab9451ca	ec0e0ad592d8b21bb4e6927a452e3b7964cda015	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-l0-b.rom	\N	\N	65536	9f887096	4f41ef29580fc026ea91d110ec6b2e6af83dbd9a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-l1-b.rom	\N	\N	65536	41dda999	4d07a399aaf16bc37b5488e3e4bb60e78811a099	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-l3-b.rom	\N	\N	65536	11562221	a2f136a487fb6f30350e8d1e26c0729eb0686c7d	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	bchopper	c-v0-b.rom	\N	\N	65536	d0c27e58	fec76217cc0c04c723989c3ec127a2bd33d64c60	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	dbreed	\N	\N	\N	\N	\N	Dragon Breed	1989	Irem	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_a0m.rom	\N	\N	131072	4c83e92e	6dade027435c48ab48bd4516d16a9961d4dd6fad	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_a1m.rom	\N	\N	131072	835ef268	89d0bb15201440dffad3ef745970f95505d7ab03	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_a2m.rom	\N	\N	131072	5117f114	a401a3e638209b32d4101a5c2e2a8b4612eaa21b	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_a3m.rom	\N	\N	131072	8eb0c978	7fc55bbe4d0923db88492bb7160a89de34e11cd6	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_c-h0.rom	\N	\N	65536	5aa79fb2	b7b862699ddccf90cf18d3822703078668aa1dc7	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_c-h3.rom	\N	\N	131072	4bf3063c	3f970c9ece2ac700738e217e0b31b3aba2848ab2	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_c-l0.rom	\N	\N	65536	ed0f5e06	9030840b15e83c18d59c884ed08c93c05fa70c5b	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_c-l3.rom	\N	\N	131072	e4b89b79	c312925940633e60fb5d0f05044c6e73e4f7fd54	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_c-v0.rom	\N	\N	131072	312f7282	742d56980b4618180e9a0e02051c5aec4d5cdae4	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_k800m.rom	\N	\N	131072	c027a8cf	534dc416b8f5587168c7f644d3f9438c8a190491	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_k801m.rom	\N	\N	131072	093faf33	2704f644cdce87daf975984f143b1d55ba731c3f	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_k802m.rom	\N	\N	131072	055b4c59	71315dd7476612f138cb64b905648791d44eb7da	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	dbreed	db_k803m.rom	\N	\N	131072	8ed63922	51daa8a23e637f6b4394598ff4a1d26f65b59c8b	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	gallop	\N	\N	\N	\N	\N	Gallop - Armed Police Unit	1991	Irem	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-b-a0.bin	\N	\N	65536	a33472bd	962047fe3dd1fb996285ecef615a8ebdb529adef	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-b-a1.bin	\N	\N	65536	118b1f2d	7413ccc67a8aa9dae156e6ee122b1ca5beeb9a76	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-b-a2.bin	\N	\N	65536	83cebf48	12847827ecbf6b493eb9dbddd0a469729d87a451	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-b-a3.bin	\N	\N	65536	572903fc	03305301bcf939e97044e746594736b1ca1d7c0a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-b-b0.bin	\N	\N	65536	0df5b439	0775cf92139a111542c8b5f940da0f7f43020982	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-b-b1.bin	\N	\N	65536	010b778f	cc5bfeb0fbe0ed2fe513458c5785ec0ce5b02f53	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-b-b2.bin	\N	\N	65536	bda9f6fb	a6b655ae5bff0568c1fb56ee8a3874fc6524052c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-b-b3.bin	\N	\N	65536	d361ba3f	7348fdae03e997e05187a2726eb221edb92553df	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-c-00.bin	\N	\N	131072	9d99deaa	acf16bea0f482306107d2a305c568406b6c21e9a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-c-10.bin	\N	\N	131072	7eb083ed	31fa7d532fd46e861c3d19d5b08661653f685a49	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-c-20.bin	\N	\N	131072	9421489e	e43d042bf8b4ebed93558d74ec479ec60a01ca5c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-c-30.bin	\N	\N	131072	920ec735	2d0949b43dddce7317c45910d6e4868ddf010806	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-c-h0.bin	\N	\N	131072	2217dcd0	9485b6c3eec99e720439e69dcbe0e55798bbff1c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-c-h3.bin	\N	\N	131072	9b2bbab9	255d4dda55be667f5f1f4324e9e66111738e79b3	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-c-l0.bin	\N	\N	131072	ff39d7fb	fad95f76050fce04464268b5edff6622b2cb798f	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-c-l3.bin	\N	\N	131072	acd3278e	83d7ddfbdb4bc9548a179b728351a21b3b0ac134	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	gallop	cc-c-v0.bin	\N	\N	131072	6247bade	4bc9f86acd09908c74b1ab0e7817c4ff1cad6f0b	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	hharry	\N	\N	\N	\N	\N	Hammerin' Harry	1990	Irem	\N	\N	\N	
game_rom	M72_v0.33b	hharry	a-h0-v.rom	\N	\N	131072	c52802a5	7180189c886aebe8d3e7fd38922916cecfddae32	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	a-h1-0.rom	\N	\N	65536	3ae21335	780d7a0c5bebe4b914ea5b3741e30630f8c29a4f	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	a-l0-v.rom	\N	\N	131072	f463074c	aca86345610e65848c276ab278092d35ba215916	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	a-l1-0.rom	\N	\N	65536	bc6ac5f9	c6afba4967a8055f6b63827697425eac743f5a75	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	a-sp-0.rom	\N	\N	65536	80e210e7	66cff58fb37c52e1d8e0567e13b774253e862585	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	a-v0-0.rom	\N	\N	131072	faaacaff	ea3a3920255c07aa9c0a7e0191eae257a9f7f558	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	hh_00.rom	\N	\N	131072	ec5127ef	014ac8ad7b19cd9b475b72a0f42a4991119501c4	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	hh_10.rom	\N	\N	131072	def65294	23f5d99fa9f604fde37cb52113bff233d9be1d25	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	hh_20.rom	\N	\N	131072	bb0d6ad4	4ab617fadfc32efad90ed7f0555513f167b0c43a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	hh_30.rom	\N	\N	131072	4351044e	0d3ce3f4f1473fd997e70de91e7b5b5a5ec60ad4	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	hh_a0.rom	\N	\N	131072	c577ba5f	c882e58cf64deca8eee6f14f3df43ecc932488fc	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	hh_a1.rom	\N	\N	131072	429d12ab	ccba25eab981fc4e664f76e06a2964066f2ae2e8	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	hh_a2.rom	\N	\N	131072	b5b163b0	82a708fea4953a7c4dcd1d4a1b07f302221ba30b	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	hharry	hh_a3.rom	\N	\N	131072	8ef566a1	3afb020a7317efe89c18b2a7773894ce28499d49	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	imgfight	\N	\N	\N	\N	\N	Image Fight	1988	Irem	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-a-a0.bin	\N	\N	65536	34ee2d77	38826e0318aa8da893fa4c93f217288c015df606	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-a-a1.bin	\N	\N	65536	6bd2845b	149cf14f919590da88b9a8e254690da010709862	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-a-a2.bin	\N	\N	65536	090d50e5	4f2a7c76320b3f8dafae90a246187e034fe7562b	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-a-a3.bin	\N	\N	65536	3a8e3083	8a75d556790b6bea41ead1a5f95589dd293bdf4e	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-a-b0.bin	\N	\N	65536	b425c829	0ccd487dba00bb7cb0ff5d1c67f8fee3e68df5d8	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-a-b1.bin	\N	\N	65536	e9bfe23e	f97a68dbdce7e06d07faab19acf7625cdc8eeaa8	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-a-b2.bin	\N	\N	65536	256e50f2	9e9fda4f1f1449548942c0da4478f61fe0d263d1	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-a-b3.bin	\N	\N	65536	4c682785	f61f1227e0ad629fdfca106306b17a9f6a9959e3	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-00.bin	\N	\N	131072	745e6638	43fb1f9da4190fea67eee3aee8caf4219becc21b	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-10.bin	\N	\N	131072	b7108449	1f41ebe7164fab86958caaf6749b99425e682657	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-20.bin	\N	\N	131072	aef33cba	2d8a8458207d0c790c81b1285366463c8540d190	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-30.bin	\N	\N	131072	1f98e695	5fddcfb17523f8e96f4b85f0cb15d837b81f2bd4	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-h0.bin	\N	\N	65536	592d2d80	d54916a9bfe4b65a972b62202af706135e73518d	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-h3.bin	\N	\N	131072	ea030541	ee4c12773ecced2d755443ce0ca78fb2b2c04805	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-l0.bin	\N	\N	65536	61f89056	3e0724dbc2b00a30193ea6cfac8b4331055d4fd4	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-l3.bin	\N	\N	131072	c66ae348	eca5096ebd5bffc6e68f3fc9969cda9679bd921f	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-v0.bin	\N	\N	65536	cb64a194	940fad6b9147bccc8290e112f5973f8ea062b52f	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	imgfight	if-c-v1.bin	\N	\N	65536	45b68bf5	2fb28793019ca85b3b6d7c4c31eedff1d71f2d83	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	loht	\N	\N	\N	\N	\N	Legend Of Hero Tonma	1989	Irem	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_c-h0.rom	\N	\N	131072	a63204b6	d217bc70650a1a1bbe0cf536ec3bb678f670718d	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_c-h3.rom	\N	\N	131072	714778b5	e2eaa35d6b5fa5df5163fe0d7b45fa66667f9947	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_c-l0.rom	\N	\N	131072	e788002f	35f509976b342fd47e645453381faa3d86645876	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_c-l3.rom	\N	\N	131072	2f049b03	21047cb10912b1fc23795673af3ea7de249328b7	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m20.rom	\N	\N	65536	79aa2335	6b70c79d800a7b755aa7c9a368c4ea74029aaa1e	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m21.rom	\N	\N	65536	3ca3e771	be052e01c5429ee89057c9d408794f2c7744047c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m22.rom	\N	\N	65536	7a05ee2f	7d1ca5db9a5a85610129e3bc6c640ade036fe7f9	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m23.rom	\N	\N	65536	789e8b24	e957cd25c3c155ca295ab1aea03d610f91562cfb	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m24.rom	\N	\N	65536	f01fe899	c5ab967b7af55a757638bcdc9975f4b15064022d	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m25.rom	\N	\N	65536	3db9b2c7	02a318ffc459c494b7f40827eff5f89b41ac0426	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m26.rom	\N	\N	65536	44626bf6	571ef74d42d30a272ff0fb33f830652b4a4bad29	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m27.rom	\N	\N	65536	464952cf	6b99360b6ba1ed5a72c257f51291f9f7a1ddf363	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m44.rom	\N	\N	65536	3ed51d1f	84f3aa17d640df91387e5f1f5b5971cf8dcd4e17	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m47.rom	\N	\N	131072	9d81a25b	a354537c2fbba85f06485aa8487d7583a7133357	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m49.rom	\N	\N	131072	a41d3bfd	536fb7c0321dbbc1a8b73e9647fba9c53a253fcc	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m51.rom	\N	\N	131072	8ec5f6f3	210f2753f5eeb06396758d21ab1778d459add247	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	loht	tom_m53.rom	\N	\N	131072	0b83265f	b31918d6442b79c9fe4f20410189788b050a994e	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	mrheli	\N	\N	\N	\N	\N	Mr. Heli (Battle Chopper Japanese)	1987	Irem	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-b-a0.bin	\N	\N	65536	6a0db256	fa3a2dc03da5bbe06a9c9b3d4ed4fddb47c469ac	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-b-a1.bin	\N	\N	65536	14ec9795	4842e076115efe9daf00dab8f61516d28c19baae	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-b-a2.bin	\N	\N	65536	dfcb510e	2387cde4ec0bae176486e1f7541103fd557fe255	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-b-a3.bin	\N	\N	65536	957e329b	9d48a0b84915e1cef0b0311a3581991dc83ee199	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-b-b0.bin	\N	\N	65536	b5b95776	4685b56071b916ce712c45f24da8068dd7e40ed1	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-b-b1.bin	\N	\N	65536	74ca16ee	7984bc9a0b46e1b4a8ecac7528d57606305aad73	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-b-b2.bin	\N	\N	65536	b82cca04	c12b95be311205181b01d15021bcf9f01ed3e0a3	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-b-b3.bin	\N	\N	65536	a7afc920	92c75463ada39184e731b82ef2883ae6f1f67482	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-00.bin	\N	\N	131072	dec4e121	92169b523f1600e994e016dc1959a52958e1d89d	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-10.bin	\N	\N	131072	7aaa151e	efd980bb2eed7084354b7a4aa2f733cd2f876741	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-20.bin	\N	\N	131072	eae0de74	3a2469c0eeb18131f989807afb50228f57ccea30	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-30.bin	\N	\N	131072	01d5052f	5d5e70913bb7af48193c70209595f27a64fa6cac	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-h0.bin	\N	\N	65536	e2ca5646	9f4fe2f0a45233325bd9336cabb925a1f625453b	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-h1.bin	\N	\N	65536	8974e84d	39e05c80e805dde45f2fc5fc429b75f9b599089c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-h3.bin	\N	\N	65536	143f596e	f9d444eebcd53dac925d14b7a2858803b7fd9ce2	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-l0.bin	\N	\N	65536	643e23cd	66998a6dfc7ef538540986b61d2414a5ef250d0d	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-l1.bin	\N	\N	65536	5f8bda69	48629d617bd48c9de9c6a567fb203258a56fdbbd	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-l3.bin	\N	\N	65536	c0982536	45399f8d0577c6e2a277a69303954ce5d2de7c07	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	mrheli	mh-c-v0.bin	\N	\N	65536	d0c27e58	fec76217cc0c04c723989c3ec127a2bd33d64c60	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	nspirit	\N	\N	\N	\N	\N	Ninja Spirit	1988	Irem	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-b-a0.rom	\N	\N	65536	63f8f658	82c02d0f7a2d95dfd8d300c46312d511524775ce	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-b-a1.rom	\N	\N	65536	75eb8306	2abc359a0bb2863759a68ed60e730761b9751829	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-b-a2.rom	\N	\N	65536	df532172	58b5a79a57e71405b3e1abd41d54cf6a4d12873a	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-b-a3.rom	\N	\N	65536	4dedd64c	8a5c73a024d95e6fe3ab70daafcd5b235418ad36	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-b0.rom	\N	\N	131072	fe629815	bfc13565e44891c3f14b45132a5bd786af815cbd	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-b1.rom	\N	\N	131072	667966af	c9aba694a38b6a622ebf73492f3aac0e27ec7946	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-b2.rom	\N	\N	131072	3e922f9b	94d65dce6dc5d546d89d89b40b7d02f087d33f10	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-b3.rom	\N	\N	131072	092d6291	c87cdc8ce459e5d8fc146c722aa10d785cee0333	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-c-h0.rom	\N	\N	65536	035692fa	d5ab54488344bf405063737ed55d68ff1e64b55f	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-c-h1.rom	\N	\N	65536	cbc10586	9b1935ea9ebb21fe42ee3a57d6c10f1e8516f23c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-c-h2.rom	\N	\N	65536	8ad818fa	dd25e79b656b7fc6c31d1f8971fd0916295ccdb0	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-c-h3.rom	\N	\N	65536	501104ef	e44e060c072affd359e52bf6606b1dd565368d44	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-c-l0.rom	\N	\N	65536	9a405898	b28d71c1a6410720a37e6b6518b3cc66d4c32972	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-c-l1.rom	\N	\N	65536	b75c9a4d	03c28896cbe0c9f778c259d59d2e69796902daa8	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-c-l2.rom	\N	\N	65536	c52ca78c	2b40cce5a1f5c588b49634e7fd4bc28c9160fe43	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-c-l3.rom	\N	\N	65536	fd7408b8	3cbe72835a561c50265a047f0f5cd62db48378fd	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-r00.rom	\N	\N	131072	5f61d30b	7754697e43f6117fa604f50885b76014b1dc5760	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-r10.rom	\N	\N	131072	0caad107	c4eff00327313e05ac8f7c6dbee3a0de1c83fadd	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-r20.rom	\N	\N	131072	ef3617d3	16c175cf45559aacdea6e4002dd8a87f16817cfb	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-r30.rom	\N	\N	131072	175d2a24	d1887efd4d8e74c38c53dbbc541ca8d17f29eb59	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	nspirit	nin-v0.rom	\N	\N	65536	a32e8caf	63d56ad3a63fb089056e4a170159120287594ea8	\N	\N	\N	\N	\N	\N	
game	M72_v0.33b	rtype2	\N	\N	\N	\N	\N	R-Type 2	1989	Irem	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_c0.bin	\N	\N	262144	f5bad5f2	dc86b93f62e8947e3551f07e393e740e5dc43f5e	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_c1.bin	\N	\N	262144	71451778	52ca7aa8522b988a19556313041450c767dad054	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_c2.bin	\N	\N	262144	c6b0c352	eec4fa88c27815960106881e7ccb23e62556bf1c	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_c3.bin	\N	\N	262144	6d530a32	4e4100e5e5d88e65fb5494474d3692ecd8f44343	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_h0.bin	\N	\N	131072	47639a78	d7dd851fed96d46c850e5c8f24d9d1a081f6b297	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_h1.bin	\N	\N	131072	4b79840c	6cf8c8cf4bcf5e2acdaa05b8dca2f2a969edc2c5	\N	\N	\N	\N	\N	\N	
game_rom	M72_v0.33b	rtype2	rt2_l0.bin	\N	\N	131072	a1661cdf	d209328d678fc2fc405bd20f5134bd85b4cd4802	\N	\N	\N	\N	\N	\N	
