game	CINEMU_v1.2	speedfrk	\N	\N	\N	\N	\N	Speed Freak	1979	Vectorbeam	\N	\N	\N	
game	CINEMU_v1.2	armor	\N	\N	\N	\N	\N	Armor Attack	1980	Cinematronics	\N	\N	\N	
game_rom	CINEMU_v1.2	armor	armor.t7	\N	\N	4096	d7e71f84	0b29278a6a698f07eae597bc0a8650e91eaabffa	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	armor	armor.p7	\N	\N	4096	df1c2370	b74834d1a591a741892ec41269a831d3590ff766	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	armor	armor.u7	\N	\N	4096	b0276118	88f33cb2f46a89819c85f810c7cff812e918391e	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	armor	armor.r7	\N	\N	4096	229d779f	0cbdd83eb224146944049346f30d9c72d3ad5f52	\N	\N	\N	\N	\N	\N	
game	CINEMU_v1.2	starcas	\N	\N	\N	\N	\N	Star Castle (older)	1980	Cinematronics	\N	\N	\N	
game_rom	CINEMU_v1.2	starcas	starcas.t7	\N	\N	2048	65d0a225	e1fbee5ff42dd040ab2e90bbe2189fcb76d6167e	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	starcas	starcas.p7	\N	\N	2048	d8f58d9a	abba459431dcacc75099b0d340b957be71b89cfd	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	starcas	starcas.u7	\N	\N	2048	d4f35b82	cd4561ce8e1d0554ac1a8925bbf46d2c676a3b80	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	starcas	starcas.r7	\N	\N	2048	9fd3de54	17195a490b190e68660829850ff9d702ca1939bb	\N	\N	\N	\N	\N	\N	
game	CINEMU_v1.2	sundance	\N	\N	\N	\N	\N	Sundance	1979	Cinematronics	\N	\N	\N	
game_rom	CINEMU_v1.2	sundance	sundance.t7	\N	\N	2048	d5b9cb19	72dca386b48a582186898c32123d61b4fd58632e	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	sundance	sundance.p7	\N	\N	2048	445c4f20	972d0b0613f154ee3347206cae05ee8c36796f84	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	sundance	sundance.u7	\N	\N	2048	67887d48	be225dbd3508fad2711286834880065a4fc0a2fc	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	sundance	sundance.r7	\N	\N	2048	10b77ebd	3d43bd47c498d5ea74a7322f8d25dbc0c0187534	\N	\N	\N	\N	\N	\N	
game	CINEMU_v1.2	boxnbugs	\N	\N	\N	\N	\N	Boxing Bugs	1981	Cinematronics	\N	\N	\N	
game_rom	CINEMU_v1.2	boxnbugs	boxnbugs.u1a	\N	\N	4096	d3115b0f	9448e7ac1cdb5c7e0739623151be230ab630c4ea	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	boxnbugs	boxnbugs.u1b	\N	\N	4096	3a44268d	876ebe942ded787cfe357563a33d3e26a1483c5a	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	boxnbugs	boxnbugs.u2a	\N	\N	4096	c97a9cbb	8bdeb9ee6b24c0a4554bbf4532a43481a0360019	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	boxnbugs	boxnbugs.u2b	\N	\N	4096	98d34ff5	6767a02a99a01712383300f9acb96cdeffbc9c69	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	boxnbugs	boxnbugs.u3a	\N	\N	4096	5bb3269b	a9dbc91b1455760f10bad0d2ccf540e040a00d4e	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	boxnbugs	boxnbugs.u3b	\N	\N	4096	85bf83ad	9229042e39c53fae56dc93f8996bf3a3fcd35cb8	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	boxnbugs	boxnbugs.u4a	\N	\N	4096	25b51799	46465fe62907ae66a0ce730581e4e9ba330d4369	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	boxnbugs	boxnbugs.u4b	\N	\N	4096	7f41de6a	d01dffad3cb6e76c535a034ea0277dce5801c5f1	\N	\N	\N	\N	\N	\N	
game	CINEMU_v1.2	ripoff	\N	\N	\N	\N	\N	Rip Off	1979	Cinematronics	\N	\N	\N	
game_rom	CINEMU_v1.2	ripoff	ripoff.t7	\N	\N	2048	40c2c5b8	bc1f3b540475c9868443a72790a959b1f36b93c6	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	ripoff	ripoff.p7	\N	\N	2048	a9208afb	ea362494855be27a07014832b01e65c1645385d0	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	ripoff	ripoff.u7	\N	\N	2048	29c13701	5e7672deffac1fa8f289686a5527adf7e51eb0bb	\N	\N	\N	\N	\N	\N	
game_rom	CINEMU_v1.2	ripoff	ripoff.r7	\N	\N	2048	150bd4c8	e1e2f0dfec4f53d8ff67b0e990514c304f496b3a	\N	\N	\N	\N	\N	\N	
