game	Sega_System_24_Emulator_20030208	hotrod4p	\N	\N	\N	\N	\N	Hot Rod 4P	1988	Sega	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	quizunk	14483	\N	\N	524288	f3eb51a0	6904830ff5e7aa5f016e115572fb6da678896ede	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	quizunk	14484	\N	\N	131072	f51c641c	3f2fd0be7d58c75e88565393da5e810655413b53	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	quizunk	14485	\N	\N	131072	fc0085f9	0250d1e17e19b541b85198ec4207e55bfbd5c32e	\N	\N	\N	\N	\N	\N	
game	Sega_System_24_Emulator_20030208	sspirits	\N	\N	\N	\N	\N	Scramble Spirits	1988	Sega	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	sspirits	epr12186.2e	\N	\N	131072	ce76319d	0ede61f0700f9161285c768fa97636f0e42b96f8	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	sspirits	epr12187.2h	\N	\N	131072	e83783f3	4b3b32df7de85aef9cd77c8a4ffc17e10466b638	\N	\N	\N	\N	\N	\N	
game	Sega_System_24_Emulator_20030208	tk2	\N	\N	\N	\N	\N	Tokoro San no MahMahjan 2	1994	Sega	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	epr16798.bin	\N	\N	131072	662923fa	dcd3964d899d3f34dab22ffcd1a5af895804fae1	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	epr16799.bin	\N	\N	131072	3a34cf75	d22bf6334668af29167cf4244d18f9cd2e7ff7d6	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	mpr16800.bin	\N	\N	524288	6dbc1e02	cce5734243ff171759cecb5c05c12dc743a25c1d	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	mpr16801.bin	\N	\N	524288	74855a17	d2d8e7da7b261e7cb64605284d2c78fbd1465b69	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	mpr16802.bin	\N	\N	524288	b4723225	acb8923c7d9908b1112f8d1f2512f18236915e5d	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	mpr16803.bin	\N	\N	524288	9b658dd6	eaaae289a3555aa6a92f57eea964dbbf48c5c2a4	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	mpr16804.bin	\N	\N	524288	a0de08e2	2c36b66e74b88fb076e2eaa250c6d06ee0b4ac88	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	mpr16805.bin	\N	\N	524288	d15528df	bda1dd5c98867c2e7666380bca0bc7eef8022fbc	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	mpr16806.bin	\N	\N	524288	54b353d3	40632e4571b44ee215b5a1f7aab9d89c460a5c9e	\N	\N	\N	\N	\N	\N	
game_rom	Sega_System_24_Emulator_20030208	tk2	mpr16807.bin	\N	\N	524288	816188bb	76b2690a6156766a1af94f01f6de1209b7756b2c	\N	\N	\N	\N	\N	\N	
